"site","treatment","sampling_unit","year","observation","level","sampling_unit_new"
"valencia","hyper","trap_8",2021,0,"raton","valencia/hyper/trap_8/2021"
"toledo","control","trap_9",2021,33.3333333333333,"raton","toledo/control/trap_9/2021"
"valencia","control_high","trap_9",2021,33.3333333333333,"raton","valencia/control_high/trap_9/2021"
"valencia","control_hyper","trap_9",2021,33.3333333333333,"raton","valencia/control_hyper/trap_9/2021"
"toledo","high","trap_9",2021,0,"raton","toledo/high/trap_9/2021"
"valencia","high","trap_9",2021,0,"raton","valencia/high/trap_9/2021"
"toledo","hyper","trap_9",2021,0,"raton","toledo/hyper/trap_9/2021"
"valencia","hyper","trap_9",2021,0,"raton","valencia/hyper/trap_9/2021"
"toledo","control","trap_1",2022,0,"raton","toledo/control/trap_1/2022"
"valencia","control_high","trap_1",2022,0,"raton","valencia/control_high/trap_1/2022"
"valencia","control_hyper","trap_1",2022,0,"raton","valencia/control_hyper/trap_1/2022"
"toledo","high","trap_1",2022,0,"raton","toledo/high/trap_1/2022"
"valencia","high","trap_1",2022,0,"raton","valencia/high/trap_1/2022"
"toledo","hyper","trap_1",2022,0,"raton","toledo/hyper/trap_1/2022"
"valencia","hyper","trap_1",2022,0,"raton","valencia/hyper/trap_1/2022"
"toledo","control","trap_10",2022,0,"raton","toledo/control/trap_10/2022"
"valencia","control_high","trap_10",2022,0,"raton","valencia/control_high/trap_10/2022"
"valencia","control_hyper","trap_10",2022,33.3333333333333,"raton","valencia/control_hyper/trap_10/2022"
"toledo","high","trap_10",2022,0,"raton","toledo/high/trap_10/2022"
"valencia","high","trap_10",2022,0,"raton","valencia/high/trap_10/2022"
"toledo","hyper","trap_10",2022,33.3333333333333,"raton","toledo/hyper/trap_10/2022"
"valencia","hyper","trap_10",2022,0,"raton","valencia/hyper/trap_10/2022"
"toledo","control","trap_11",2022,0,"raton","toledo/control/trap_11/2022"
"valencia","control_high","trap_11",2022,0,"raton","valencia/control_high/trap_11/2022"
"valencia","control_hyper","trap_11",2022,33.3333333333333,"raton","valencia/control_hyper/trap_11/2022"
"toledo","high","trap_11",2022,0,"raton","toledo/high/trap_11/2022"
"valencia","high","trap_11",2022,0,"raton","valencia/high/trap_11/2022"
"toledo","hyper","trap_11",2022,0,"raton","toledo/hyper/trap_11/2022"
"valencia","hyper","trap_11",2022,33.3333333333333,"raton","valencia/hyper/trap_11/2022"
"toledo","control","trap_12",2022,33.3333333333333,"raton","toledo/control/trap_12/2022"
"valencia","control_high","trap_12",2022,33.3333333333333,"raton","valencia/control_high/trap_12/2022"
"valencia","control_hyper","trap_12",2022,0,"raton","valencia/control_hyper/trap_12/2022"
"toledo","high","trap_12",2022,66.6666666666667,"raton","toledo/high/trap_12/2022"
"valencia","high","trap_12",2022,0,"raton","valencia/high/trap_12/2022"
"toledo","hyper","trap_12",2022,0,"raton","toledo/hyper/trap_12/2022"
"valencia","hyper","trap_12",2022,33.3333333333333,"raton","valencia/hyper/trap_12/2022"
"toledo","control","trap_13",2022,66.6666666666667,"raton","toledo/control/trap_13/2022"
"valencia","control_high","trap_13",2022,0,"raton","valencia/control_high/trap_13/2022"
"valencia","control_hyper","trap_13",2022,0,"raton","valencia/control_hyper/trap_13/2022"
"toledo","high","trap_13",2022,0,"raton","toledo/high/trap_13/2022"
"valencia","high","trap_13",2022,0,"raton","valencia/high/trap_13/2022"
"toledo","hyper","trap_13",2022,0,"raton","toledo/hyper/trap_13/2022"
"valencia","hyper","trap_13",2022,0,"raton","valencia/hyper/trap_13/2022"
"toledo","control","trap_14",2022,33.3333333333333,"raton","toledo/control/trap_14/2022"
"valencia","control_high","trap_14",2022,0,"raton","valencia/control_high/trap_14/2022"
"valencia","control_hyper","trap_14",2022,0,"raton","valencia/control_hyper/trap_14/2022"
"toledo","high","trap_14",2022,0,"raton","toledo/high/trap_14/2022"
"valencia","high","trap_14",2022,0,"raton","valencia/high/trap_14/2022"
"toledo","hyper","trap_14",2022,33.3333333333333,"raton","toledo/hyper/trap_14/2022"
"valencia","hyper","trap_14",2022,0,"raton","valencia/hyper/trap_14/2022"
"toledo","control","trap_15",2022,33.3333333333333,"raton","toledo/control/trap_15/2022"
"valencia","control_high","trap_15",2022,0,"raton","valencia/control_high/trap_15/2022"
"valencia","control_hyper","trap_15",2022,0,"raton","valencia/control_hyper/trap_15/2022"
"toledo","high","trap_15",2022,0,"raton","toledo/high/trap_15/2022"
"valencia","high","trap_15",2022,0,"raton","valencia/high/trap_15/2022"
"toledo","hyper","trap_15",2022,0,"raton","toledo/hyper/trap_15/2022"
"valencia","hyper","trap_15",2022,0,"raton","valencia/hyper/trap_15/2022"
"valencia","control_high","trap_16",2022,0,"raton","valencia/control_high/trap_16/2022"
"valencia","control_hyper","trap_16",2022,0,"raton","valencia/control_hyper/trap_16/2022"
"toledo","high","trap_16",2022,33.3333333333333,"raton","toledo/high/trap_16/2022"
"valencia","high","trap_16",2022,66.6666666666667,"raton","valencia/high/trap_16/2022"
"toledo","hyper","trap_16",2022,0,"raton","toledo/hyper/trap_16/2022"
"valencia","hyper","trap_16",2022,33.3333333333333,"raton","valencia/hyper/trap_16/2022"
"valencia","control_high","trap_17",2022,0,"raton","valencia/control_high/trap_17/2022"
"valencia","control_hyper","trap_17",2022,33.3333333333333,"raton","valencia/control_hyper/trap_17/2022"
"toledo","high","trap_17",2022,0,"raton","toledo/high/trap_17/2022"
"valencia","high","trap_17",2022,0,"raton","valencia/high/trap_17/2022"
"toledo","hyper","trap_17",2022,0,"raton","toledo/hyper/trap_17/2022"
"valencia","hyper","trap_17",2022,33.3333333333333,"raton","valencia/hyper/trap_17/2022"
"valencia","control_high","trap_18",2022,0,"raton","valencia/control_high/trap_18/2022"
"valencia","control_hyper","trap_18",2022,33.3333333333333,"raton","valencia/control_hyper/trap_18/2022"
"toledo","high","trap_18",2022,0,"raton","toledo/high/trap_18/2022"
"valencia","high","trap_18",2022,0,"raton","valencia/high/trap_18/2022"
"toledo","hyper","trap_18",2022,0,"raton","toledo/hyper/trap_18/2022"
"valencia","hyper","trap_18",2022,0,"raton","valencia/hyper/trap_18/2022"
"valencia","control_high","trap_19",2022,0,"raton","valencia/control_high/trap_19/2022"
"valencia","control_hyper","trap_19",2022,0,"raton","valencia/control_hyper/trap_19/2022"
"toledo","high","trap_19",2022,0,"raton","toledo/high/trap_19/2022"
"valencia","high","trap_19",2022,0,"raton","valencia/high/trap_19/2022"
"toledo","hyper","trap_19",2022,0,"raton","toledo/hyper/trap_19/2022"
"valencia","hyper","trap_19",2022,33.3333333333333,"raton","valencia/hyper/trap_19/2022"
"toledo","control","trap_2",2022,0,"raton","toledo/control/trap_2/2022"
"valencia","control_high","trap_2",2022,0,"raton","valencia/control_high/trap_2/2022"
"valencia","control_hyper","trap_2",2022,0,"raton","valencia/control_hyper/trap_2/2022"
"toledo","high","trap_2",2022,66.6666666666667,"raton","toledo/high/trap_2/2022"
"valencia","high","trap_2",2022,66.6666666666667,"raton","valencia/high/trap_2/2022"
"toledo","hyper","trap_2",2022,0,"raton","toledo/hyper/trap_2/2022"
"valencia","hyper","trap_2",2022,0,"raton","valencia/hyper/trap_2/2022"
"valencia","control_high","trap_20",2022,0,"raton","valencia/control_high/trap_20/2022"
"valencia","control_hyper","trap_20",2022,0,"raton","valencia/control_hyper/trap_20/2022"
"toledo","high","trap_20",2022,0,"raton","toledo/high/trap_20/2022"
"valencia","high","trap_20",2022,0,"raton","valencia/high/trap_20/2022"
"toledo","hyper","trap_20",2022,0,"raton","toledo/hyper/trap_20/2022"
"valencia","hyper","trap_20",2022,0,"raton","valencia/hyper/trap_20/2022"
"valencia","control_high","trap_21",2022,0,"raton","valencia/control_high/trap_21/2022"
"valencia","control_hyper","trap_21",2022,0,"raton","valencia/control_hyper/trap_21/2022"
"toledo","high","trap_21",2022,0,"raton","toledo/high/trap_21/2022"
"valencia","high","trap_21",2022,0,"raton","valencia/high/trap_21/2022"
"toledo","hyper","trap_21",2022,33.3333333333333,"raton","toledo/hyper/trap_21/2022"
"valencia","hyper","trap_21",2022,0,"raton","valencia/hyper/trap_21/2022"
"valencia","control_high","trap_22",2022,0,"raton","valencia/control_high/trap_22/2022"
"toledo","high","trap_22",2022,0,"raton","toledo/high/trap_22/2022"
"valencia","high","trap_22",2022,0,"raton","valencia/high/trap_22/2022"
"toledo","hyper","trap_22",2022,0,"raton","toledo/hyper/trap_22/2022"
"valencia","hyper","trap_22",2022,0,"raton","valencia/hyper/trap_22/2022"
"valencia","control_high","trap_23",2022,0,"raton","valencia/control_high/trap_23/2022"
"toledo","high","trap_23",2022,0,"raton","toledo/high/trap_23/2022"
"valencia","high","trap_23",2022,0,"raton","valencia/high/trap_23/2022"
"toledo","hyper","trap_23",2022,66.6666666666667,"raton","toledo/hyper/trap_23/2022"
"valencia","hyper","trap_23",2022,33.3333333333333,"raton","valencia/hyper/trap_23/2022"
"valencia","control_high","trap_24",2022,0,"raton","valencia/control_high/trap_24/2022"
"toledo","high","trap_24",2022,0,"raton","toledo/high/trap_24/2022"
"valencia","high","trap_24",2022,0,"raton","valencia/high/trap_24/2022"
"toledo","hyper","trap_24",2022,33.3333333333333,"raton","toledo/hyper/trap_24/2022"
"valencia","hyper","trap_24",2022,0,"raton","valencia/hyper/trap_24/2022"
"valencia","control_high","trap_25",2022,0,"raton","valencia/control_high/trap_25/2022"
"toledo","high","trap_25",2022,33.3333333333333,"raton","toledo/high/trap_25/2022"
"valencia","high","trap_25",2022,0,"raton","valencia/high/trap_25/2022"
"toledo","hyper","trap_25",2022,0,"raton","toledo/hyper/trap_25/2022"
"valencia","hyper","trap_25",2022,33.3333333333333,"raton","valencia/hyper/trap_25/2022"
"valencia","control_high","trap_26",2022,0,"raton","valencia/control_high/trap_26/2022"
"toledo","high","trap_26",2022,0,"raton","toledo/high/trap_26/2022"
"valencia","high","trap_26",2022,0,"raton","valencia/high/trap_26/2022"
"toledo","hyper","trap_26",2022,0,"raton","toledo/hyper/trap_26/2022"
"valencia","hyper","trap_26",2022,0,"raton","valencia/hyper/trap_26/2022"
"valencia","control_high","trap_27",2022,0,"raton","valencia/control_high/trap_27/2022"
"toledo","high","trap_27",2022,0,"raton","toledo/high/trap_27/2022"
"valencia","high","trap_27",2022,33.3333333333333,"raton","valencia/high/trap_27/2022"
"toledo","hyper","trap_27",2022,33.3333333333333,"raton","toledo/hyper/trap_27/2022"
"valencia","hyper","trap_27",2022,0,"raton","valencia/hyper/trap_27/2022"
"valencia","control_high","trap_28",2022,0,"raton","valencia/control_high/trap_28/2022"
"toledo","high","trap_28",2022,0,"raton","toledo/high/trap_28/2022"
"valencia","high","trap_28",2022,0,"raton","valencia/high/trap_28/2022"
"toledo","hyper","trap_28",2022,0,"raton","toledo/hyper/trap_28/2022"
"valencia","hyper","trap_28",2022,0,"raton","valencia/hyper/trap_28/2022"
"valencia","control_high","trap_29",2022,0,"raton","valencia/control_high/trap_29/2022"
"toledo","high","trap_29",2022,33.3333333333333,"raton","toledo/high/trap_29/2022"
"valencia","high","trap_29",2022,0,"raton","valencia/high/trap_29/2022"
"toledo","hyper","trap_29",2022,0,"raton","toledo/hyper/trap_29/2022"
"valencia","hyper","trap_29",2022,0,"raton","valencia/hyper/trap_29/2022"
"toledo","control","trap_3",2022,0,"raton","toledo/control/trap_3/2022"
"valencia","control_high","trap_3",2022,33.3333333333333,"raton","valencia/control_high/trap_3/2022"
"valencia","control_hyper","trap_3",2022,0,"raton","valencia/control_hyper/trap_3/2022"
"toledo","high","trap_3",2022,0,"raton","toledo/high/trap_3/2022"
"valencia","high","trap_3",2022,0,"raton","valencia/high/trap_3/2022"
"toledo","hyper","trap_3",2022,0,"raton","toledo/hyper/trap_3/2022"
"valencia","hyper","trap_3",2022,0,"raton","valencia/hyper/trap_3/2022"
"valencia","control_high","trap_30",2022,33.3333333333333,"raton","valencia/control_high/trap_30/2022"
"toledo","high","trap_30",2022,0,"raton","toledo/high/trap_30/2022"
"valencia","high","trap_30",2022,0,"raton","valencia/high/trap_30/2022"
"toledo","hyper","trap_30",2022,33.3333333333333,"raton","toledo/hyper/trap_30/2022"
"valencia","hyper","trap_30",2022,0,"raton","valencia/hyper/trap_30/2022"
"valencia","control_high","trap_31",2022,0,"raton","valencia/control_high/trap_31/2022"
"toledo","high","trap_31",2022,0,"raton","toledo/high/trap_31/2022"
"valencia","high","trap_31",2022,0,"raton","valencia/high/trap_31/2022"
"toledo","hyper","trap_31",2022,0,"raton","toledo/hyper/trap_31/2022"
"valencia","hyper","trap_31",2022,0,"raton","valencia/hyper/trap_31/2022"
"valencia","control_high","trap_32",2022,0,"raton","valencia/control_high/trap_32/2022"
"toledo","high","trap_32",2022,0,"raton","toledo/high/trap_32/2022"
"valencia","high","trap_32",2022,0,"raton","valencia/high/trap_32/2022"
"toledo","hyper","trap_32",2022,0,"raton","toledo/hyper/trap_32/2022"
"valencia","hyper","trap_32",2022,0,"raton","valencia/hyper/trap_32/2022"
"valencia","control_high","trap_33",2022,33.3333333333333,"raton","valencia/control_high/trap_33/2022"
"toledo","high","trap_33",2022,0,"raton","toledo/high/trap_33/2022"
"valencia","high","trap_33",2022,33.3333333333333,"raton","valencia/high/trap_33/2022"
"toledo","hyper","trap_33",2022,0,"raton","toledo/hyper/trap_33/2022"
"valencia","hyper","trap_33",2022,0,"raton","valencia/hyper/trap_33/2022"
"valencia","control_high","trap_34",2022,33.3333333333333,"raton","valencia/control_high/trap_34/2022"
"toledo","high","trap_34",2022,33.3333333333333,"raton","toledo/high/trap_34/2022"
"valencia","high","trap_34",2022,0,"raton","valencia/high/trap_34/2022"
"toledo","hyper","trap_34",2022,0,"raton","toledo/hyper/trap_34/2022"
"valencia","hyper","trap_34",2022,0,"raton","valencia/hyper/trap_34/2022"
"toledo","high","trap_35",2022,0,"raton","toledo/high/trap_35/2022"
"valencia","high","trap_35",2022,0,"raton","valencia/high/trap_35/2022"
"toledo","hyper","trap_35",2022,33.3333333333333,"raton","toledo/hyper/trap_35/2022"
"valencia","hyper","trap_35",2022,33.3333333333333,"raton","valencia/hyper/trap_35/2022"
"toledo","high","trap_36",2022,0,"raton","toledo/high/trap_36/2022"
"valencia","high","trap_36",2022,0,"raton","valencia/high/trap_36/2022"
"toledo","hyper","trap_36",2022,0,"raton","toledo/hyper/trap_36/2022"
"valencia","hyper","trap_36",2022,0,"raton","valencia/hyper/trap_36/2022"
"toledo","high","trap_37",2022,0,"raton","toledo/high/trap_37/2022"
"valencia","high","trap_37",2022,0,"raton","valencia/high/trap_37/2022"
"toledo","hyper","trap_37",2022,33.3333333333333,"raton","toledo/hyper/trap_37/2022"
"valencia","hyper","trap_37",2022,0,"raton","valencia/hyper/trap_37/2022"
"toledo","high","trap_38",2022,33.3333333333333,"raton","toledo/high/trap_38/2022"
"valencia","high","trap_38",2022,0,"raton","valencia/high/trap_38/2022"
"toledo","hyper","trap_38",2022,0,"raton","toledo/hyper/trap_38/2022"
"valencia","hyper","trap_38",2022,0,"raton","valencia/hyper/trap_38/2022"
"toledo","high","trap_39",2022,0,"raton","toledo/high/trap_39/2022"
"valencia","high","trap_39",2022,0,"raton","valencia/high/trap_39/2022"
"toledo","hyper","trap_39",2022,0,"raton","toledo/hyper/trap_39/2022"
"valencia","hyper","trap_39",2022,0,"raton","valencia/hyper/trap_39/2022"
"toledo","control","trap_4",2022,0,"raton","toledo/control/trap_4/2022"
"valencia","control_high","trap_4",2022,0,"raton","valencia/control_high/trap_4/2022"
"valencia","control_hyper","trap_4",2022,33.3333333333333,"raton","valencia/control_hyper/trap_4/2022"
"toledo","high","trap_4",2022,0,"raton","toledo/high/trap_4/2022"
"valencia","high","trap_4",2022,0,"raton","valencia/high/trap_4/2022"
"toledo","hyper","trap_4",2022,0,"raton","toledo/hyper/trap_4/2022"
"valencia","hyper","trap_4",2022,0,"raton","valencia/hyper/trap_4/2022"
"toledo","high","trap_40",2022,0,"raton","toledo/high/trap_40/2022"
"valencia","high","trap_40",2022,0,"raton","valencia/high/trap_40/2022"
"toledo","hyper","trap_40",2022,33.3333333333333,"raton","toledo/hyper/trap_40/2022"
"valencia","hyper","trap_40",2022,0,"raton","valencia/hyper/trap_40/2022"
"toledo","high","trap_41",2022,0,"raton","toledo/high/trap_41/2022"
"valencia","high","trap_41",2022,0,"raton","valencia/high/trap_41/2022"
"toledo","hyper","trap_41",2022,33.3333333333333,"raton","toledo/hyper/trap_41/2022"
"valencia","hyper","trap_41",2022,0,"raton","valencia/hyper/trap_41/2022"
"toledo","high","trap_42",2022,33.3333333333333,"raton","toledo/high/trap_42/2022"
"valencia","high","trap_42",2022,0,"raton","valencia/high/trap_42/2022"
"toledo","hyper","trap_42",2022,0,"raton","toledo/hyper/trap_42/2022"
"valencia","hyper","trap_42",2022,0,"raton","valencia/hyper/trap_42/2022"
"toledo","high","trap_43",2022,33.3333333333333,"raton","toledo/high/trap_43/2022"
"valencia","high","trap_43",2022,0,"raton","valencia/high/trap_43/2022"
"toledo","hyper","trap_43",2022,0,"raton","toledo/hyper/trap_43/2022"
"valencia","hyper","trap_43",2022,0,"raton","valencia/hyper/trap_43/2022"
"toledo","high","trap_44",2022,0,"raton","toledo/high/trap_44/2022"
"toledo","hyper","trap_44",2022,0,"raton","toledo/hyper/trap_44/2022"
"toledo","high","trap_45",2022,0,"raton","toledo/high/trap_45/2022"
"toledo","hyper","trap_45",2022,0,"raton","toledo/hyper/trap_45/2022"
"toledo","high","trap_46",2022,33.3333333333333,"raton","toledo/high/trap_46/2022"
"toledo","hyper","trap_46",2022,0,"raton","toledo/hyper/trap_46/2022"
"toledo","high","trap_47",2022,0,"raton","toledo/high/trap_47/2022"
"toledo","hyper","trap_47",2022,0,"raton","toledo/hyper/trap_47/2022"
"toledo","high","trap_48",2022,0,"raton","toledo/high/trap_48/2022"
"toledo","hyper","trap_48",2022,0,"raton","toledo/hyper/trap_48/2022"
"toledo","high","trap_49",2022,0,"raton","toledo/high/trap_49/2022"
"toledo","hyper","trap_49",2022,0,"raton","toledo/hyper/trap_49/2022"
"toledo","control","trap_5",2022,33.3333333333333,"raton","toledo/control/trap_5/2022"
"valencia","control_high","trap_5",2022,0,"raton","valencia/control_high/trap_5/2022"
"valencia","control_hyper","trap_5",2022,0,"raton","valencia/control_hyper/trap_5/2022"
"toledo","high","trap_5",2022,0,"raton","toledo/high/trap_5/2022"
"valencia","high","trap_5",2022,0,"raton","valencia/high/trap_5/2022"
"toledo","hyper","trap_5",2022,0,"raton","toledo/hyper/trap_5/2022"
"valencia","hyper","trap_5",2022,0,"raton","valencia/hyper/trap_5/2022"
"toledo","high","trap_50",2022,0,"raton","toledo/high/trap_50/2022"
"toledo","hyper","trap_50",2022,0,"raton","toledo/hyper/trap_50/2022"
"toledo","high","trap_51",2022,33.3333333333333,"raton","toledo/high/trap_51/2022"
"toledo","hyper","trap_51",2022,0,"raton","toledo/hyper/trap_51/2022"
"toledo","high","trap_52",2022,0,"raton","toledo/high/trap_52/2022"
"toledo","hyper","trap_52",2022,0,"raton","toledo/hyper/trap_52/2022"
"toledo","high","trap_53",2022,0,"raton","toledo/high/trap_53/2022"
"toledo","hyper","trap_53",2022,0,"raton","toledo/hyper/trap_53/2022"
"toledo","high","trap_54",2022,0,"raton","toledo/high/trap_54/2022"
"toledo","hyper","trap_54",2022,0,"raton","toledo/hyper/trap_54/2022"
"toledo","high","trap_55",2022,0,"raton","toledo/high/trap_55/2022"
"toledo","hyper","trap_55",2022,0,"raton","toledo/hyper/trap_55/2022"
"toledo","high","trap_56",2022,0,"raton","toledo/high/trap_56/2022"
"toledo","hyper","trap_56",2022,0,"raton","toledo/hyper/trap_56/2022"
"toledo","high","trap_57",2022,0,"raton","toledo/high/trap_57/2022"
"toledo","hyper","trap_57",2022,33.3333333333333,"raton","toledo/hyper/trap_57/2022"
"toledo","high","trap_58",2022,0,"raton","toledo/high/trap_58/2022"
"toledo","high","trap_59",2022,0,"raton","toledo/high/trap_59/2022"
"toledo","control","trap_6",2022,33.3333333333333,"raton","toledo/control/trap_6/2022"
"valencia","control_high","trap_6",2022,0,"raton","valencia/control_high/trap_6/2022"
"valencia","control_hyper","trap_6",2022,33.3333333333333,"raton","valencia/control_hyper/trap_6/2022"
"toledo","high","trap_6",2022,0,"raton","toledo/high/trap_6/2022"
"valencia","high","trap_6",2022,33.3333333333333,"raton","valencia/high/trap_6/2022"
"toledo","hyper","trap_6",2022,0,"raton","toledo/hyper/trap_6/2022"
"valencia","hyper","trap_6",2022,0,"raton","valencia/hyper/trap_6/2022"
"toledo","high","trap_60",2022,33.3333333333333,"raton","toledo/high/trap_60/2022"
"toledo","high","trap_61",2022,33.3333333333333,"raton","toledo/high/trap_61/2022"
"toledo","high","trap_62",2022,0,"raton","toledo/high/trap_62/2022"
"toledo","high","trap_63",2022,0,"raton","toledo/high/trap_63/2022"
"toledo","high","trap_64",2022,0,"raton","toledo/high/trap_64/2022"
"toledo","high","trap_65",2022,0,"raton","toledo/high/trap_65/2022"
"toledo","high","trap_66",2022,0,"raton","toledo/high/trap_66/2022"
"toledo","high","trap_67",2022,0,"raton","toledo/high/trap_67/2022"
"toledo","high","trap_68",2022,0,"raton","toledo/high/trap_68/2022"
"toledo","control","trap_7",2022,0,"raton","toledo/control/trap_7/2022"
"valencia","control_high","trap_7",2022,0,"raton","valencia/control_high/trap_7/2022"
"valencia","control_hyper","trap_7",2022,0,"raton","valencia/control_hyper/trap_7/2022"
"toledo","high","trap_7",2022,0,"raton","toledo/high/trap_7/2022"
"valencia","high","trap_7",2022,33.3333333333333,"raton","valencia/high/trap_7/2022"
"toledo","hyper","trap_7",2022,66.6666666666667,"raton","toledo/hyper/trap_7/2022"
"valencia","hyper","trap_7",2022,0,"raton","valencia/hyper/trap_7/2022"
"toledo","control","trap_8",2022,0,"raton","toledo/control/trap_8/2022"
"valencia","control_high","trap_8",2022,0,"raton","valencia/control_high/trap_8/2022"
"valencia","control_hyper","trap_8",2022,33.3333333333333,"raton","valencia/control_hyper/trap_8/2022"
"toledo","high","trap_8",2022,0,"raton","toledo/high/trap_8/2022"
"valencia","high","trap_8",2022,33.3333333333333,"raton","valencia/high/trap_8/2022"
"toledo","hyper","trap_8",2022,33.3333333333333,"raton","toledo/hyper/trap_8/2022"
"valencia","hyper","trap_8",2022,0,"raton","valencia/hyper/trap_8/2022"
"toledo","control","trap_9",2022,33.3333333333333,"raton","toledo/control/trap_9/2022"
"valencia","control_high","trap_9",2022,0,"raton","valencia/control_high/trap_9/2022"
"valencia","control_hyper","trap_9",2022,0,"raton","valencia/control_hyper/trap_9/2022"
"toledo","high","trap_9",2022,33.3333333333333,"raton","toledo/high/trap_9/2022"
"valencia","high","trap_9",2022,0,"raton","valencia/high/trap_9/2022"
"toledo","hyper","trap_9",2022,0,"raton","toledo/hyper/trap_9/2022"
"valencia","hyper","trap_9",2022,33.3333333333333,"raton","valencia/hyper/trap_9/2022"
