"site","habitat","treatment","plot","sampling_unit","year","variable_type","variable_name","level","observation","units","comments","author_code"
"valencia","scrub","control_high",NA,"T19",2022,"vegetation","cover_percentage","Bare_ground",25.2057905194437,"percentage_in_track",NA,NA
"valencia","scrub","control_high",NA,"T19",2022,"vegetation","cover_percentage","Herbs",9.96309963099631,"percentage_in_track",NA,NA
"valencia","scrub","control_high",NA,"T19",2022,"vegetation","cover_percentage","Woody_sp",64.83110984956,"percentage_in_track",NA,NA
"valencia","scrub","control_high",NA,"T21",2022,"vegetation","cover_percentage","Bare_ground",13.905325443787,"percentage_in_track",NA,NA
"valencia","scrub","control_high",NA,"T21",2022,"vegetation","cover_percentage","Herbs",15.3846153846154,"percentage_in_track",NA,NA
"valencia","scrub","control_high",NA,"T21",2022,"vegetation","cover_percentage","Woody_sp",70.7100591715976,"percentage_in_track",NA,NA
"valencia","scrub","control_high",NA,"T22",2022,"vegetation","cover_percentage","Bare_ground",28.236316246742,"percentage_in_track",NA,NA
"valencia","scrub","control_high",NA,"T22",2022,"vegetation","cover_percentage","Herbs",27.2516652186504,"percentage_in_track",NA,NA
"valencia","scrub","control_high",NA,"T22",2022,"vegetation","cover_percentage","Woody_sp",44.5120185346076,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T45",2022,"vegetation","cover_percentage","Bare_ground",21.4004173429168,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T45",2022,"vegetation","cover_percentage","Herbs",3.08370044052863,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T45",2022,"vegetation","cover_percentage","Woody_sp",75.5158822165546,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T46",2022,"vegetation","cover_percentage","Bare_ground",27.5537238740065,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T46",2022,"vegetation","cover_percentage","Herbs",8.12481601413011,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T46",2022,"vegetation","cover_percentage","Woody_sp",64.3214601118634,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T47",2022,"vegetation","cover_percentage","Bare_ground",15.0190114068441,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T47",2022,"vegetation","cover_percentage","Herbs",28.9290240811153,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T47",2022,"vegetation","cover_percentage","Woody_sp",56.0519645120406,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T48",2022,"vegetation","cover_percentage","Bare_ground",7.52056404230317,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T48",2022,"vegetation","cover_percentage","Herbs",24.9706227967098,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T48",2022,"vegetation","cover_percentage","Woody_sp",67.5088131609871,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T49",2022,"vegetation","cover_percentage","Bare_ground",19.8370416797242,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T49",2022,"vegetation","cover_percentage","Herbs",7.55249138201191,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T49",2022,"vegetation","cover_percentage","Woody_sp",72.6104669382639,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T1",2022,"vegetation","cover_percentage","Bare_ground",11.0515740120563,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T1",2022,"vegetation","cover_percentage","Herbs",36.403215003349,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T1",2022,"vegetation","cover_percentage","Woody_sp",52.5452109845948,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T11",2022,"vegetation","cover_percentage","Bare_ground",7.89821546596167,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T11",2022,"vegetation","cover_percentage","Herbs",60.5419695968275,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T11",2022,"vegetation","cover_percentage","Woody_sp",31.5598149372108,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T2",2022,"vegetation","cover_percentage","Bare_ground",8.3084442030953,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T2",2022,"vegetation","cover_percentage","Herbs",12.7070323106163,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T2",2022,"vegetation","cover_percentage","Woody_sp",78.9845234862884,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T3",2022,"vegetation","cover_percentage","Bare_ground",19.8384491114701,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T3",2022,"vegetation","cover_percentage","Herbs",29.2084006462036,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T3",2022,"vegetation","cover_percentage","Woody_sp",50.9531502423263,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T4",2022,"vegetation","cover_percentage","Bare_ground",9.48060075093867,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T4",2022,"vegetation","cover_percentage","Herbs",42.0525657071339,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T4",2022,"vegetation","cover_percentage","Woody_sp",48.4668335419274,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T5",2022,"vegetation","cover_percentage","Bare_ground",8.97090517241379,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T5",2022,"vegetation","cover_percentage","Herbs",21.7672413793103,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T5",2022,"vegetation","cover_percentage","Woody_sp",69.2618534482759,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T6",2022,"vegetation","cover_percentage","Bare_ground",24.6001279590531,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T6",2022,"vegetation","cover_percentage","Herbs",10.0127959053103,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T6",2022,"vegetation","cover_percentage","Woody_sp",65.3870761356366,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T7",2022,"vegetation","cover_percentage","Bare_ground",4.85854858548586,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T7",2022,"vegetation","cover_percentage","Herbs",25.7995079950799,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T7",2022,"vegetation","cover_percentage","Woody_sp",69.3419434194342,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T8",2022,"vegetation","cover_percentage","Bare_ground",11.8715083798883,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T8",2022,"vegetation","cover_percentage","Herbs",54.5251396648045,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T8",2022,"vegetation","cover_percentage","Woody_sp",33.6033519553073,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T9",2022,"vegetation","cover_percentage","Bare_ground",12.5984251968504,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T9",2022,"vegetation","cover_percentage","Herbs",42.5511811023622,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T9",2022,"vegetation","cover_percentage","Woody_sp",44.8503937007874,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T38",2022,"vegetation","cover_percentage","Bare_ground",15.450054884742,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T38",2022,"vegetation","cover_percentage","Herbs",4.4456641053787,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T38",2022,"vegetation","cover_percentage","Woody_sp",80.1042810098793,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T39",2022,"vegetation","cover_percentage","Bare_ground",16.3461538461538,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T39",2022,"vegetation","cover_percentage","Herbs",3.36538461538462,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T39",2022,"vegetation","cover_percentage","Woody_sp",80.2884615384615,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T40",2022,"vegetation","cover_percentage","Bare_ground",17.0144063586687,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T40",2022,"vegetation","cover_percentage","Herbs",4.22255340288127,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T40",2022,"vegetation","cover_percentage","Woody_sp",78.7630402384501,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T41",2022,"vegetation","cover_percentage","Bare_ground",14.5892800507453,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T41",2022,"vegetation","cover_percentage","Herbs",6.08943862987631,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T41",2022,"vegetation","cover_percentage","Woody_sp",79.3212813193784,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T42",2022,"vegetation","cover_percentage","Bare_ground",20.2182653647329,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T42",2022,"vegetation","cover_percentage","Herbs",2.44112578977599,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T42",2022,"vegetation","cover_percentage","Woody_sp",77.3406088454911,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T43",2022,"vegetation","cover_percentage","Bare_ground",19.9705014749263,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T43",2022,"vegetation","cover_percentage","Herbs",6.01769911504425,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T43",2022,"vegetation","cover_percentage","Woody_sp",74.0117994100295,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T44",2022,"vegetation","cover_percentage","Bare_ground",3.70886781929727,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T44",2022,"vegetation","cover_percentage","Herbs",6.66480758505298,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T44",2022,"vegetation","cover_percentage","Woody_sp",89.6263245956497,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T58",2022,"vegetation","cover_percentage","Bare_ground",7.05146431617856,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T58",2022,"vegetation","cover_percentage","Herbs",11.9988626670458,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T58",2022,"vegetation","cover_percentage","Woody_sp",80.9496730167757,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T59",2022,"vegetation","cover_percentage","Bare_ground",13.0056937368894,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T59",2022,"vegetation","cover_percentage","Herbs",3.38627509739287,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T59",2022,"vegetation","cover_percentage","Woody_sp",83.6080311657177,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T60",2022,"vegetation","cover_percentage","Bare_ground",34.9859681945744,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T60",2022,"vegetation","cover_percentage","Herbs",4.80199563454942,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T60",2022,"vegetation","cover_percentage","Woody_sp",60.2120361708762,"percentage_in_track",NA,NA
"valencia","scrub","control_high",NA,"T17",2021,"vegetation","cover_percentage","Bare_ground",19.344262295082,"percentage_in_track",NA,NA
"valencia","scrub","control_high",NA,"T17",2021,"vegetation","cover_percentage","Herbs",21.3114754098361,"percentage_in_track",NA,NA
"valencia","scrub","control_high",NA,"T17",2021,"vegetation","cover_percentage","Woody_sp",59.344262295082,"percentage_in_track",NA,NA
"valencia","scrub","control_high",NA,"T18",2021,"vegetation","cover_percentage","Bare_ground",5.98705501618123,"percentage_in_track",NA,NA
"valencia","scrub","control_high",NA,"T18",2021,"vegetation","cover_percentage","Herbs",13.915857605178,"percentage_in_track",NA,NA
"valencia","scrub","control_high",NA,"T18",2021,"vegetation","cover_percentage","Woody_sp",80.0970873786408,"percentage_in_track",NA,NA
"valencia","scrub","control_high",NA,"T19",2021,"vegetation","cover_percentage","Bare_ground",3.94588500563699,"percentage_in_track",NA,NA
"valencia","scrub","control_high",NA,"T19",2021,"vegetation","cover_percentage","Herbs",37.2040586245772,"percentage_in_track",NA,NA
"valencia","scrub","control_high",NA,"T19",2021,"vegetation","cover_percentage","Woody_sp",58.8500563697858,"percentage_in_track",NA,NA
"valencia","scrub","control_high",NA,"T21",2021,"vegetation","cover_percentage","Bare_ground",19.496855345912,"percentage_in_track",NA,NA
"valencia","scrub","control_high",NA,"T21",2021,"vegetation","cover_percentage","Herbs",19.3396226415094,"percentage_in_track",NA,NA
"valencia","scrub","control_high",NA,"T21",2021,"vegetation","cover_percentage","Woody_sp",61.1635220125786,"percentage_in_track",NA,NA
"valencia","scrub","control_high",NA,"T22",2021,"vegetation","cover_percentage","Bare_ground",23.1493943472409,"percentage_in_track",NA,NA
"valencia","scrub","control_high",NA,"T22",2021,"vegetation","cover_percentage","Herbs",14.2664872139973,"percentage_in_track",NA,NA
"valencia","scrub","control_high",NA,"T22",2021,"vegetation","cover_percentage","Woody_sp",62.5841184387618,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T45",2021,"vegetation","cover_percentage","Bare_ground",14.0215716486903,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T45",2021,"vegetation","cover_percentage","Herbs",12.9429892141757,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T45",2021,"vegetation","cover_percentage","Woody_sp",73.035439137134,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T46",2021,"vegetation","cover_percentage","Bare_ground",19.0243902439024,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T46",2021,"vegetation","cover_percentage","Herbs",11.5447154471545,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T46",2021,"vegetation","cover_percentage","Woody_sp",69.4308943089431,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T47",2021,"vegetation","cover_percentage","Bare_ground",17.7018633540373,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T47",2021,"vegetation","cover_percentage","Herbs",9.3167701863354,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T47",2021,"vegetation","cover_percentage","Woody_sp",72.9813664596273,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T48",2021,"vegetation","cover_percentage","Bare_ground",15.3970826580227,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T48",2021,"vegetation","cover_percentage","Herbs",26.0940032414911,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T48",2021,"vegetation","cover_percentage","Woody_sp",58.5089141004862,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T49",2021,"vegetation","cover_percentage","Bare_ground",14.0089418777943,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T49",2021,"vegetation","cover_percentage","Herbs",13.8599105812221,"percentage_in_track",NA,NA
"valencia","scrub","control_hyper",NA,"T49",2021,"vegetation","cover_percentage","Woody_sp",72.1311475409836,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T1",2021,"vegetation","cover_percentage","Bare_ground",1.70940170940171,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T1",2021,"vegetation","cover_percentage","Herbs",15.2136752136752,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T1",2021,"vegetation","cover_percentage","Woody_sp",83.0769230769231,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T11",2021,"vegetation","cover_percentage","Bare_ground",0.641025641025641,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T11",2021,"vegetation","cover_percentage","Herbs",54.8076923076923,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T11",2021,"vegetation","cover_percentage","Woody_sp",44.5512820512821,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T2",2021,"vegetation","cover_percentage","Bare_ground",0,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T2",2021,"vegetation","cover_percentage","Herbs",47.0588235294118,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T2",2021,"vegetation","cover_percentage","Woody_sp",52.9411764705882,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T3",2021,"vegetation","cover_percentage","Bare_ground",21.6867469879518,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T3",2021,"vegetation","cover_percentage","Herbs",33.3333333333333,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T3",2021,"vegetation","cover_percentage","Woody_sp",44.9799196787149,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T4",2021,"vegetation","cover_percentage","Bare_ground",8.09523809523809,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T4",2021,"vegetation","cover_percentage","Herbs",58.0952380952381,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T4",2021,"vegetation","cover_percentage","Woody_sp",33.8095238095238,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T5",2021,"vegetation","cover_percentage","Bare_ground",16.390977443609,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T5",2021,"vegetation","cover_percentage","Herbs",19.8496240601504,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T5",2021,"vegetation","cover_percentage","Woody_sp",63.7593984962406,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T6",2021,"vegetation","cover_percentage","Bare_ground",25.5892255892256,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T6",2021,"vegetation","cover_percentage","Herbs",10.4377104377104,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T6",2021,"vegetation","cover_percentage","Woody_sp",63.973063973064,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T7",2021,"vegetation","cover_percentage","Bare_ground",7.35785953177257,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T7",2021,"vegetation","cover_percentage","Herbs",29.4314381270903,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T7",2021,"vegetation","cover_percentage","Woody_sp",63.2107023411371,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T8",2021,"vegetation","cover_percentage","Bare_ground",6.158357771261,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T8",2021,"vegetation","cover_percentage","Herbs",37.0967741935484,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T8",2021,"vegetation","cover_percentage","Woody_sp",56.7448680351906,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T9",2021,"vegetation","cover_percentage","Bare_ground",9.14728682170543,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T9",2021,"vegetation","cover_percentage","Herbs",32.5581395348837,"percentage_in_track",NA,NA
"valencia","scrub","high",NA,"T9",2021,"vegetation","cover_percentage","Woody_sp",58.2945736434108,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T38",2021,"vegetation","cover_percentage","Bare_ground",4.72334682860999,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T38",2021,"vegetation","cover_percentage","Herbs",4.8582995951417,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T38",2021,"vegetation","cover_percentage","Woody_sp",90.4183535762483,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T39",2021,"vegetation","cover_percentage","Bare_ground",7.19322990126939,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T39",2021,"vegetation","cover_percentage","Herbs",1.83356840620592,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T39",2021,"vegetation","cover_percentage","Woody_sp",90.9732016925247,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T40",2021,"vegetation","cover_percentage","Bare_ground",9.83847283406755,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T40",2021,"vegetation","cover_percentage","Herbs",6.46108663729809,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T40",2021,"vegetation","cover_percentage","Woody_sp",83.7004405286344,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T41",2021,"vegetation","cover_percentage","Bare_ground",4.74308300395257,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T41",2021,"vegetation","cover_percentage","Herbs",7.64163372859025,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T41",2021,"vegetation","cover_percentage","Woody_sp",87.6152832674572,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T42",2021,"vegetation","cover_percentage","Bare_ground",14.3525741029641,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T42",2021,"vegetation","cover_percentage","Herbs",5.77223088923557,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T42",2021,"vegetation","cover_percentage","Woody_sp",79.8751950078003,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T43",2021,"vegetation","cover_percentage","Bare_ground",9.39794419970631,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T43",2021,"vegetation","cover_percentage","Herbs",9.39794419970631,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T43",2021,"vegetation","cover_percentage","Woody_sp",81.2041116005874,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T44",2021,"vegetation","cover_percentage","Bare_ground",0,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T44",2021,"vegetation","cover_percentage","Herbs",7.16510903426791,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T44",2021,"vegetation","cover_percentage","Woody_sp",92.8348909657321,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T58",2021,"vegetation","cover_percentage","Bare_ground",13.4660421545667,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T58",2021,"vegetation","cover_percentage","Herbs",5.73770491803279,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T58",2021,"vegetation","cover_percentage","Woody_sp",80.7962529274005,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T59",2021,"vegetation","cover_percentage","Bare_ground",11.6710875331565,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T59",2021,"vegetation","cover_percentage","Herbs",9.54907161803714,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T59",2021,"vegetation","cover_percentage","Woody_sp",78.7798408488064,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T60",2021,"vegetation","cover_percentage","Bare_ground",15.5725190839695,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T60",2021,"vegetation","cover_percentage","Herbs",11.9083969465649,"percentage_in_track",NA,NA
"valencia","scrub","hyper",NA,"T60",2021,"vegetation","cover_percentage","Woody_sp",72.5190839694657,"percentage_in_track",NA,NA
